"shipment_facility_current_name","shipment_facility_nexthop_name","shipment_service_tier","shipment_tms_cutoff","tracking_id_merchant","tracking_id_ekart","bag_facility_source_name","shipment_facility_source_name","fact_updated_at","shipment_cpd"
"MotherHub_YKB","VxpressKuiaODH_DBD","ECONOMY","03:00:00","B-54928849461794125","FMPC3258283144","Firozabad_FZD_PL","MotherHub_YKB","2023-11-23T14:15:23.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_ULB","ECONOMY","16:00:00","F-54900068171193277","FMPP2021989882","Firozabad_FZD_PL","MotherHub_YKB","2023-11-23T14:13:17.000+05:30","2023-11-29T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","SLP4112716253","SDLC1026249370","Firozabad_FZD_PL","MotherHub_YKB","2023-11-23T12:36:03.000+05:30","2023-12-02T13:53:24.000+05:30"
"MotherHub_YKB","CABTDarbhangaSplitODH_DBG","ECONOMY","20:00:00","C-36775822422255794","FMPC3255067124","CABTJalandharOPH_JLR_PL","MotherHub_YKB","2023-11-23T15:34:01.000+05:30","2023-11-29T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PAT_BTS","ECONOMY","20:00:00","B-36918749108673915","FMPC3258303608","BudhViharHub_DEL_PL","MotherHub_YKB","2023-11-23T03:15:44.000+05:30","2023-11-29T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_JKS","ECONOMY","23:00:00","F-6151711855576703","FMPP2016101524","CABTJalandharOPH_JLR_PL","MotherHub_YKB","2023-11-21T23:15:26.000+05:30","2023-11-26T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_DEL","ECONOMY","12:30:00","E-70013540854325103","FMPC3259056197","SangamviharHub_DEL_PL","MotherHub_YKB","2023-11-23T09:46:26.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","G-74987109472681397","FMPC3258106430","VasundharaHub_DEL_PL","MotherHub_YKB","2023-11-23T12:51:18.000+05:30","2023-12-05T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_JJH","ECONOMY","09:00:00","C-68162924027041186","FMPC3257398110","Jhilmil_DEL_PL","MotherHub_YKB","2023-11-23T08:15:05.000+05:30","2023-11-29T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_PUNE","ECONOMY","22:00:00","C-6568792059748205","FMPC3258381634","Chhatarpur_DEL_PL","MotherHub_YKB","2023-11-23T07:53:57.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","SheoharHub_SMI","ECONOMY","19:00:00","E-26590582599026868","FMPC3259618259","ShahdaraHub_DEL_PL","MotherHub_YKB","2023-11-23T09:48:43.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","FarrakaHub_NFK","ECONOMY","06:00:00","E-13201697052774274","FMPC3259052766","PaharganjHub_DEL_PL","MotherHub_YKB","2023-11-23T12:09:22.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","B-6588125633651818","FMPP2022295434","Chhatarpur_DEL_PL","MotherHub_YKB","2023-11-23T12:02:32.000+05:30","2023-11-29T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","D-68141984458859892","FMPC3258342719","MeerutHub_PL","MotherHub_YKB","2023-11-23T13:13:36.000+05:30","2023-12-02T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","G-75147125548827771","FMPC3258957147","Peeragarhi_DEL_PL","MotherHub_YKB","2023-11-23T04:12:43.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","A-30012247504292794","FMPC3259064092","DasnaHub_DEL_PL","MotherHub_YKB","2023-11-23T08:20:43.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","EnglishBazarHub_LDA","ECONOMY","06:00:00","E-29986371988124880","FMPC3259389684","BurariHub_DEL_PL","MotherHub_YKB","2023-11-23T08:47:51.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","F-68146106404903200","FMPP2021937914","GurgaonMilestoneHub_DEL_PL","MotherHub_YKB","2023-11-23T10:01:47.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","DebagramHub_DEB","ECONOMY","05:00:00","H-70037688586057348","FMPC3259224237","ChanakyapuriHub_DEL_PL","MotherHub_YKB","2023-11-23T07:36:24.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","C-26486453033694467","FMPC3257061914","MeerutHub_PL","MotherHub_YKB","2023-11-23T13:22:34.000+05:30","2023-12-01T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","E-73016180760899628","FMPC3257608325","BurariHub_DEL_PL","MotherHub_YKB","2023-11-23T01:56:39.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","D-27041329764758980","FMPP2021462777","SahibabadHub_DEL_PL","MotherHub_YKB","2023-11-23T09:52:41.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","A-69884039407995861","FMPP2021587740","Jhilmil_DEL_PL","MotherHub_YKB","2023-11-23T08:53:28.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","EnglishBazarHub_LDA","ECONOMY","06:00:00","H-36902018952070361","FMPC3258781313","Motibaghhub_DEL_PL","MotherHub_YKB","2023-11-23T07:17:45.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","RaiganjHub_RGJ","ECONOMY","06:00:00","G-70034190150728452","FMPP2021830344","SangamviharHub_DEL_PL","MotherHub_YKB","2023-11-23T06:02:25.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","B-31559554516099392","FMPC3258126516","MundkaHub_DEL_PL","MotherHub_YKB","2023-11-23T08:02:47.000+05:30","2023-12-01T02:59:59.000+05:30"
