"id","time1","cv","bag_seal_id","cage_id"
"1133","2023-11-20 20:41:37.895533","CV 5","EDGNDGN-660814705","42"
"1134","2023-11-20 20:41:44.738516","CV M 1","ERAJKLW-660888231","26"
"1135","2023-11-20 20:41:45.048136","CV 1","EDBBDBB-660767554","17"
"1136","2023-11-20 20:41:52.563033","CV M 1","ERAJLLP-660840698","26"
"1137","2023-11-20 20:41:52.810544","CV 1","ERAICHG-2444996-1287","18"
"1138","2023-11-20 20:41:54.397490","CV 5","ENAGGDI-1473675","12"
"1140","2023-11-20 20:42:04.996804","CV 1","EJMUJMU-660872865","16"
"1142","2023-11-20 20:42:07.967148","CV 5","EPNQSGV-1439697","16"
"1143","2023-11-20 20:42:15.867504","CV 5","EBOMKMI-660882869","15"
"1144","2023-11-20 20:42:17.328949","CV M 1","EIXRHZB-1590684","22"
"1145","2023-11-20 20:42:27.917584","CV M 1","EIXRGLM-1695303","32"
"1146","2023-11-20 20:42:32.317231","CV 5","EGAUNLB-1412749","13"
"1147","2023-11-20 20:42:40.597494","CV M 1","EDELIXW-660891029","22"
"1148","2023-11-20 20:42:45.281237","CV 5","EAJLLGL-1551677","13"
"1149","2023-11-20 20:42:48.280366","CV M 1","EDELGRD-660839923","22"
"1150","2023-11-20 20:42:55.723208","CV M 1","EIXRDGH-660864175","22"
"1151","2023-11-20 20:43:05.214425","CV M 1","ERDPGTS-1477586","22"
"1152","2023-11-20 20:43:13.619448","CV M 1","EIXRKNK-660849873","22"
"1153","2023-11-20 20:43:27.280306","CV 5","EINDIDO-2005014-1333","14"
"1154","2023-11-20 20:43:30.427317","CV M 1","EIXRJKD-2657506-1339","22"
"1155","2023-11-20 20:43:37.750669","CV 5","EGAUMLG-660900927","13"
"1156","2023-11-20 20:43:38.182038","CV M 1","EIXRIXW-1690847","22"
"1157","2023-11-20 20:43:46.310654","CV M 1","EIXRTCH-1546694","22"
"1158","2023-11-20 20:43:48.746898","CV 5","EBOMSRI-660821654","15"
"1160","2023-11-20 20:43:57.861483","CV 5","EHJPHJP-660807638","19"
"1161","2023-11-20 20:44:05.230009","CV 5","EGUNGUN-660826757","14"
"1162","2023-11-20 20:44:15.006704","CV 5","ESHLSHO-1511918","13"
"1163","2023-11-20 20:44:25.552190","CV 5","ETSKMRG-660852707","42"
"1164","2023-11-20 20:44:48.535146","CV M 1","ECCUBET-498634","45"
"1165","2023-11-20 20:45:01.409411","CV M 1","ENILNIL-660843770","45"
"1166","2023-11-20 20:45:08.949765","CV M 1","EBEBBEB-660865991","45"
"1167","2023-11-20 20:45:17.238612","CV M 1","ECCULGL-660872042","45"
"1169","2023-11-20 20:45:40.416301","CV 5","EBOMJLN-660857677","16"
"1171","2023-11-20 20:45:53.020906","CV M 1","ERDPCMB-481728","45"
"1172","2023-11-20 20:46:11.240537","CV M 1","ERDPDEB-660870771","45"
"1173","2023-11-20 20:46:20.865204","CV M 1","EMGAMGA-660830740","45"
"1174","2023-11-20 20:46:33.268648","CV M 1","ERDPMDS-1452869","45"
"1176","2023-11-20 20:46:50.996297","CV M 1","ERDPMDS-1446887","45"
"1177","2023-11-20 20:46:55.070266","CV M 1","EAMBAMBE-6A60M88B37A97M","B-660883797"
"1178","2023-11-20 20:47:00.801140","CV 5","EAKDAKD-660879071","12"
"1179","2023-11-20 20:47:01.389370","CV M 1","EAMBAMB-660883797","25"
"1180","2023-11-20 20:47:11.128618","CV 5","ENAGJRP-1549116","12"
"1181","2023-11-20 20:47:12.450282","CV M 1","ECCUULB-5964698-1527","25"
"1182","2023-11-20 20:47:19.122245","CV M 1","ECCUMNK-1534846","25"
"1183","2023-11-20 20:47:24.165732","CV 5","ENLPNLP-660879977","13"
"1184","2023-11-20 20:47:29.821941","CV M 1","ECCUELL-1365531","25"
"1185","2023-11-20 20:47:33.953604","CV 5","EIXBCCB-1423507","17"
"1186","2023-11-20 20:47:37.322898","CV M 1","EGGIGGI-660727721","25"
"1187","2023-11-20 20:47:43.454460","CV 5","EBIHBGI-660906046","19"
"1188","2023-11-20 20:47:45.628713","CV M 1","EKOPKOP-660815695","25"
"1189","2023-11-20 20:47:56.400093","CV M 1","ECCUULB-5964700-1525","25"
"1190","2023-11-20 20:48:07.094442","CV M 1","ECCUSKB-660898980","25"
"1191","2023-11-20 20:48:11.839227","CV 5","EBOMCHB-660895993","15"
"1192","2023-11-20 20:48:20.553519","CV M 1","ECCUULB-5970474-1527","25"
"1193","2023-11-20 20:48:34.034517","CV M 1","ECCUSKA-660893828","25"
"1194","2023-11-20 20:48:41.466517","CV 5","EINDIDO-1999335-1334","14"
"1195","2023-11-20 20:48:45.701774","CV M 1","EBBICTS-1543938","23"
"1196","2023-11-20 20:48:58.502779","CV M 1","EBHUCUT-3596547-1303","23"
"1197","2023-11-20 20:49:06.246808","CV 5","EBTLBTL-660793588","14"
"1198","2023-11-20 20:49:10.948795","CV M 1","EBBIJAG-1700143","23"
"1199","2023-11-20 20:49:17.715906","CV M 1","EBBISLP-1366512","23"
"1200","2023-11-20 20:49:20.443142","CV 5","EBOMKLY-1441745","15"
"1201","2023-11-20 20:49:24.847548","CV M 1","EBBIBHM-1647097","23"
"1202","2023-11-20 20:49:30.372975","CV 5","EJRHTZR-1389550","13"
"1203","2023-11-20 20:49:31.459251","CV M 1","EBHUCUT-3590429-1303","23"
"1204","2023-11-20 20:49:39.879945","CV 5","EBOMCLL-660904993","15"
"1205","2023-11-20 20:49:40.928161","CV M 1","EBBICSP-660929093","23"
"1206","2023-11-20 20:49:47.429721","CV 5","EJLRJBL-660904221","12"
"1207","2023-11-20 20:49:49.424689","CV M 1","EBHUCUT-3594615-1302","23"
"1208","2023-11-20 20:49:56.003496","CV M 1","EBHUCUT-3593736-1302",
"1209","2023-11-20 20:49:57.635027","CV 5","EULGULG-660867750","19"
"1211","2023-11-20 20:50:10.402378","CV 5","EIXBNJP-660821620","17"
"1212","2023-11-20 20:50:13.496121","CV M 1","EKDJKDJ-660839752","23"
"1213","2023-11-20 20:50:20.336948","CV 5","EBOMADW-660887942","15"
"1214","2023-11-20 20:50:23.803403","CV M 1","EBHUCUT-3590430-1301","23"
"1215","2023-11-20 20:50:29.413557","CV 5","ETEZGAU-1373523","13"
"1216","2023-11-20 20:50:35.386659","CV M 1","EPATHJR-758757-1319","27"
"1217","2023-11-20 20:50:42.438298","CV 5","ERTLRTL-660863822","14"
"1218","2023-11-20 20:50:43.500952","CV M 1","EPATDSS-1623788","27"
"1219","2023-11-20 20:50:52.153010","CV M 1","EPATMDD-1316420","27"
"1220","2023-11-20 20:51:03.840352","CV M 1","EPATMAS-514624","27"
"1221","2023-11-20 20:51:04.576554","CV 5","EMUMSAI4-3705610-1375","15"
"1222","2023-11-20 20:51:10.853233","CV M 1","EPATSMP-1695955","27"
"1223","2023-11-20 20:51:16.217103","CV 5","EPATBTS-4840146-1366","19"
"1224","2023-11-20 20:51:20.693006","CV M 1","EPATMDD-1315396","27"
"1226","2023-11-20 20:51:29.753297","CV 5","EGAUNNM-660863817","13"
"1227","2023-11-20 20:51:36.443479","CV M 1","EPATMAS-513618","26"
"1228","2023-11-20 20:51:42.585625","CV M 1","EKGGKGG-660876814","27"
"1229","2023-11-20 20:51:48.801029","CV M 1","EFBGFBG-660864812","27"
"1230","2023-11-20 20:52:06.531854","CV M 1","EBIHSMP-660909039","26"
"1231","2023-11-20 20:52:21.972206","CV M 1","27",
"1232","2023-11-20 20:53:00.710753","CV 5","EBOMMIR-660890068","15"
"1233","2023-11-20 20:53:27.125550","CV 5","EIXASNT-660831625","13"
"1234","2023-11-20 20:53:41.244378","CV 5","ECCUIXB-660919168","17"
"1235","2023-11-20 20:54:03.564980","CV M 1","EAHDABD-2636101-1279","21"
"1236","2023-11-20 20:54:10.355164","CV M 1","EUNAUNA-660842747","21"
"1237","2023-11-20 20:54:16.969091","CV M 1","EAMDPLN-660867915","21"
"1238","2023-11-20 20:54:18.411778","CV 5","EBBIKHR-1377486","18"
"1239","2023-11-20 20:54:27.156935","CV 5","EJRHMAJ-1152228","42"
"1240","2023-11-20 20:54:30.735894","CV M 1","EAMDBPL-660883808","21"
"1241","2023-11-20 20:54:37.144203","CV M 1","EAHDABD-2638050-1279","21"
"1242","2023-11-20 20:54:49.571304","CV M 1","EAHDABD-2635210-1277","21"
"1243","2023-11-20 20:54:56.171483","CV M 1","EHMTHMT-660838766","21"
"1244","2023-11-20 20:55:01.252965","CV 5","ETEZNGN-1434518","13"
"1245","2023-11-20 20:55:10.493582","CV M 1","EAMDSND-1460631","21"
"1246","2023-11-20 20:55:17.167097","CV M 1","EAMDVLP-660902107","21"
"1247","2023-11-20 20:55:19.839037","CV 5","EITGITO-660850686","42"
"1248","2023-11-20 20:55:24.407443","CV M 1","EAMDGDM-660885897","21"
"1249","2023-11-20 20:55:28.620391","CV 5","ECCUMTG-660900953","17"
"1250","2023-11-20 20:55:36.872391","CV M 1","EAMDNDD-660852795","21"
"1251","2023-11-20 20:55:39.008537","CV 5","EVNEVNE-660821697","42"
"1252","2023-11-20 20:55:58.499663","CV 5","EBIHBTH-660920118","19"
"1253","2023-11-20 20:55:59.061067","CV M 1","EIXRRKR-419516","43"
"1254","2023-11-20 20:56:07.077043","CV M 1","EBIHSSM-660886913","43"
"1255","2023-11-20 20:56:16.788430","CV M 1","EBIHAWB-660874894","43"
"1256","2023-11-20 20:56:24.259152","CV 5","EGAUGUW-3391797-1316","13"
"1258","2023-11-20 20:56:58.121013","CV 5","ESBSSBS-660855825","42"
"1259","2023-11-20 20:57:07.726406","CV M 1","ERACRAC-267221-1687","53"
"1260","2023-11-20 20:57:10.374073","CV 5","EGAUGLP-660852857","13"
"1261","2023-11-20 20:57:20.667321","CV 5","EBOMBED-660857729","16"
"1262","2023-11-20 20:57:30.245521","CV 5","EPNQNGR-660903030","16"
"1263","2023-11-20 20:57:40.442226","CV 5","EPNQPBR-660900103","16"
"1264","2023-11-20 20:57:52.235633","CV 5","EPATBWN-396478","19"
"1265","2023-11-20 20:58:04.611081","CV 5","ESHLJWA-1603862","13"
"1266","2023-11-20 20:58:11.043623","CV M 1","EPATSOU-1488654","46"
"1267","2023-11-20 20:58:14.553783","CV 5","EPATPNP-1140560","19"
"1268","2023-11-20 20:58:21.321313","CV M 1","EPATNPA-424530","46"
"1269","2023-11-20 20:58:27.487940","CV 5","EHJIHJI-660805749","42"
"1270","2023-11-20 20:58:31.623989","CV M 1","EPATDBN-1487773","46"
"1271","2023-11-20 20:58:41.937419","CV M 1","EPATDBN-1491780","46"
"1272","2023-11-20 20:58:42.205105","CV 5","ENAGWMN-660924151","12"
"1273","2023-11-20 20:58:49.695417","CV M 1","EBIHMBI-660902005","46"
"1274","2023-11-20 20:58:50.769987","CV 5","EBOMBSW-660858821","14"
"1275","2023-11-20 20:58:56.988325","CV M 1","EPATSOU-1491671","46"
"1276","2023-11-20 20:58:59.514235","CV 5","EWSHWSH-660745558","12"
"1277","2023-11-20 20:59:03.737920","CV M 1","EPATJJP-1487607","46"
"1278","2023-11-20 20:59:11.082076","CV 5","EPNQVDS-1495741","16"
"1279","2023-11-20 20:59:17.161875","CV M 1","EPATSOU-1488653","46"
"1280","2023-11-20 20:59:19.485484","CV 5","EJRHJRH-660932130","42"
"1281","2023-11-20 20:59:33.486478","CV 5","EBOMVAS-660890925","15"
"1282","2023-11-20 20:59:34.786644","CV M 1","EBIHMBI-660902006","46"
"1283","2023-11-20 20:59:41.998710","CV M 1","EPATBPA-1642757","46"
"1284","2023-11-20 20:59:43.913027","CV 5","EBLGBLG-660861858","18"
"1285","2023-11-20 20:59:47.780564","CV M 1","EBGHBGH-660836724","46"
"1286","2023-11-20 20:59:57.404888","CV M 1","EBIHDBG-660932055","46"
"1287","2023-11-20 21:00:08.049599","CV 5","ENAGWDI-660893005","12"
"1289","2023-11-20 21:00:13.862273","CV M 1","EPATJJP-1487606","46"
"1290","2023-11-20 21:00:19.499287","CV 5","ERXLRXL-660717869","19"
"1291","2023-11-20 21:00:20.441308","CV 1","EBIHBTH-660921085","18"
"1292","2023-11-20 21:00:31.035522","CV 5","EPNQSJN-660839711","16"
"1293","2023-11-20 21:00:32.501083","CV 1","EPATBGH-450534","18"
"1294","2023-11-20 21:00:44.656681","CV 1","EBBUBHI-660807663","17"
"1295","2023-11-20 21:00:53.359530","CV 1","EBOMFRT-660847702","15"
"1296","2023-11-20 21:01:03.915418","CV 5","ECDPCDP-660889975","12"
"1297","2023-11-20 21:01:05.544939","CV 1","ENAGWDI-660891967","12"
"1298","2023-11-20 21:01:17.339109","CV 5","ENAGRPR-1510760","18"
"1299","2023-11-20 21:01:22.251684","CV 1","ECCUJGN-660858712","17"
"1300","2023-11-20 21:01:25.202999","CV 5","ETEZBGL-1250313","17"
"1301","2023-11-20 21:01:27.394513","CV M 1","ESBGSBG-1547674","25"
"1302","2023-11-20 21:01:31.415307","CV 1","EJLRSIH-1552592","12"
"1303","2023-11-20 21:01:34.428004","CV M 1","ECCUHLT-660899722","25"
"1304","2023-11-20 21:01:35.523047","CV 5","EIXBCOB-1457644","17"
"1305","2023-11-20 21:01:42.557193","CV M 1","ECCUMNK-1533849","25"
"1306","2023-11-20 21:01:44.445147","CV 5","EIXBBAN-1448735","17"
"1307","2023-11-20 21:01:44.527165","CV 1","EGAUGLP-660855875","13"
"1308","2023-11-20 21:01:50.077156","CV M 1","ECCUHLD-660893804","25"
"1309","2023-11-20 21:01:54.745777","CV 1","EBBIKTR-1429864","12"
"1310","2023-11-20 21:01:57.044415","CV 5","EBBIPTN-1236325","18"
"1312","2023-11-20 21:02:00.879139","CV 1","ENAGBHR-660809600","12"
"1313","2023-11-20 21:02:06.107044","CV 5","EDELRPR-660878685","18"
"1314","2023-11-20 21:02:06.912296","CV M 1","ECCUGNG-497593","25"
"1315","2023-11-20 21:02:07.964031","CV 1","EBHOSEH-1655956","14"
"1316","2023-11-20 21:02:13.259127","CV M 1","ECCUBAC-660864928","25"
"1317","2023-11-20 21:02:15.430330","CV 1","EDMCDMC-1549604","42"
"1318","2023-11-20 21:02:16.625247","CV 5","ECHPESZ-459641","17"
"1319","2023-11-20 21:02:21.289269","CV M 1","ECCUULB-5969502-1524","25"
"1320","2023-11-20 21:02:28.788708","CV M 1","ERDPBKR-508728","25"
"1321","2023-11-20 21:02:34.458284","CV M 1","ECCUGOL-314592","25"
"1322","2023-11-20 21:02:49.266804","CV M 1","ECCUNDN-1544820","25"
"1323","2023-11-20 21:02:51.406731","CV 5","ETEZMGN-283392","13"
"1324","2023-11-20 21:02:57.946727","CV M 1","ECCUPBM-1495676","25"
"1325","2023-11-20 21:03:00.177229","CV 5","EGAUGLG-660857978","42"
"1326","2023-11-20 21:03:08.023264","CV M 1","ECCUPTI-1446695","25"
"1327","2023-11-20 21:03:09.930654","CV 5","ECCUJGN-660862710","17"
"1328","2023-11-20 21:03:21.916717","CV 5","EPATTRP-1403541","17"
"1329","2023-11-20 21:03:33.562239","CV 5","EBOMSPL-660881857","15"
"1330","2023-11-20 21:03:41.993891","CV 5","ETEZKLB-1331440","42"
"1331","2023-11-20 21:03:56.794430","CV 5","EPNQBNR-660883805","16"
"1332","2023-11-20 21:04:05.442033","CV 5","EPNQPBR-660900104","16"
"1333","2023-11-20 21:04:06.127495","CV M 1","EAHDABD-2640948-1276","21"
"1334","2023-11-20 21:04:12.123416","CV M 1","EAHDABD-2635212-1278","21"
"1335","2023-11-20 21:04:17.987499","CV 5","EBOMPCV-660894023","15"
"1336","2023-11-20 21:04:19.313237","CV M 1","EGANGAN-660902079","21"
"1337","2023-11-20 21:04:27.100469","CV 5","EDIBDBG-1448929","42"
"1338","2023-11-20 21:04:27.686906","CV M 1","EBDQKLB-1686151","21"
"1339","2023-11-20 21:04:33.624929","CV M 1","EBDQAKT-660903117","21"
"1340","2023-11-20 21:04:38.354216","CV 5","ERDPCLG-1629739","17"
"1341","2023-11-20 21:04:42.320921","CV M 1","EAMDCDH-1549988","21"
"1342","2023-11-20 21:04:48.699573","CV M 1","EHMTHMT-660834715","21"
"1343","2023-11-20 21:04:53.387172","CV 5","ETSKTSK-660853758","42"
"1344","2023-11-20 21:04:56.976442","CV M 1","ESDRSDR-660823668","21"
"1345","2023-11-20 21:05:01.860926","CV M 1","EAMDMUD-660831629","21"
"1346","2023-11-20 21:05:06.220107","CV 5","EPATJNR-1488715","47"
"1347","2023-11-20 21:05:11.138644","CV M 1","ERDHRDH-660675443","21"
"1348","2023-11-20 21:05:14.802585","CV 5","ENAGBAH-456581","18"
"1349","2023-11-20 21:05:35.118927","CV M 1","EBBIHLD-1378533","23"
"1350","2023-11-20 21:05:39.477140","CV 5","EBNRIOC-521557","17"
"1351","2023-11-20 21:05:41.314714","CV M 1","EIXRJSG-1690010","23"
"1352","2023-11-20 21:05:49.211655","CV M 1","EBBICTK-660942038","23"
"1353","2023-11-20 21:05:57.803008","CV M 1","EBBIPNK-1432673","23"
"1354","2023-11-20 21:06:12.971257","CV M 1","EBBIBBW-1431766","23"
"1355","2023-11-20 21:06:19.613122","CV M 1","EBBIBHM-1647095","23"
"1356","2023-11-20 21:06:28.007143","CV M 1","EBBISRO-1534636","23"
"1357","2023-11-20 21:06:33.849349","CV M 1","EBBIBHC-660886941","We"
"1358","2023-11-20 21:06:43.885718","CV M 1","EBHUCUT-3594620-1302","23"
"1359","2023-11-20 21:06:52.408682","CV M 1","EBBICGT-1635863","23"
"1360","2023-11-20 21:07:05.444637","CV M 1","EBBIKDG-660919124","23"
"1361","2023-11-20 21:07:19.547157","CV M 1","EBHUCUT-3597545-1301","23"
"1362","2023-11-20 21:15:25.410715","CV 1","ENAGNRI-1433635","18"
"1363","2023-11-20 21:15:44.219936","CV 1","ERTGRTG-660827635","15"
"1365","2023-11-20 21:15:59.184613","CV 1","EREWANP-1351363","12"
"1366","2023-11-20 21:16:31.068119","CV 1","ETEZNGN-1431526","13"
"1367","2023-11-20 21:16:45.821675","CV 1","EPNQBRI-660871803","16"
"1368","2023-11-20 21:16:55.598700","CV 1","EOMBOMB-660801561","16"
"1369","2023-11-20 21:17:07.900217","CV 1","EDMUKHM-1497708","13"
