"shipment_facility_current_name","tracking_id_ekart","shipment_status","bag_type_ph","bag_id","shipment_facility_source_name","bag_facility_source_name","fact_updated_at","bag_facility_source_name_1"
"MotherHub_YKB","FMPC3257088753","sorted","B5","PH-B5-DELYKB-30653335","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:32.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020331405","sorted","B5","PH-B5-DELYKB-30584687","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:32:42.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256982550","sorted","B5","PH-B5-DELYKB-30654784","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:26:00.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2019735621","sorted","ZO","PH-ZO-DELYKB-30659136","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:27:45.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255701919","sorted","B5","PH-B5-DELYKB-30653930","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:27:35.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255556248","sorted","B5","PH-B5-DELYKB-30659479","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:18:13.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255543006","sorted","B5","PH-B5-DELYKB-30662181","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:31:21.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256684678","sorted","B5","PH-B5-DELYKB-30653933","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:22:42.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256248305","sorted","B5","PH-B5-DELYKB-30502520","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:31:13.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256391656","sorted","B5","PH-B5-DELYKB-30595102","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:32:40.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020473990","sorted","B5","PH-B5-DELYKB-30654768","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:23:58.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020284299","sorted","B5","PH-B5-DELYKB-30659480","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:14.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020583542","sorted","B5","PH-B5-DELYKB-30595093","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:34.000+05:30","Peeragarhi_DEL_PL"
