"fact_updated_at","facility_current","facility_next","facility_destination","item_id","tms_cut_off","grid_name","suggested_time","suggested_ldap","item_type","pick_completed","Bag_Source","stag_status","pick_completed_time","Consg","part_of_grid_1"
"2023-11-17T10:28:26.002+05:30","MotherHub_YKB","Motherhub_CUT","Motherhub_CUT","EBHUCUT-3590588-1304","16:00:00","23","2023-11-17T10:24:57.474+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:24:55.473+05:30","True",false
"2023-11-17T10:28:15.882+05:30","MotherHub_YKB","Motherhub_DIC","Motherhub_DIC","PH-B6-DELDIC-2041626","23:00:00","33","2023-11-17T10:26:43.275+05:30","ca.2315935","BAG",false,"C_Dock","Not Stagged","2023-11-17T10:26:41.273+05:30","True",false
"2023-11-17T10:28:15.882+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2801126-1558","09:00:00","37","2023-11-17T02:16:47.792+05:30","ca.2323922","BAG",true,"Source","Not Stagged","2023-11-17T10:28:11.023+05:30","False",false
"2023-11-17T10:28:15.827+05:30","MotherHub_YKB","MotherHub_JKD","ChasHub_BKO","ECCUBKO-1429872","17:00:00","22","2023-11-17T08:13:46.948+05:30","ca.2457276","BAG",true,"Source","Stagged","2023-11-17T10:28:13.999+05:30","False",true
"2023-11-17T10:28:10.916+05:30","MotherHub_YKB","Motherhub_SAI_4","MiraRoadHub_MUM","EBOMMIR-660894015","21:00:00","15","2023-11-17T09:30:25.926+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T09:30:23.924+05:30","True",true
"2023-11-17T10:28:05.799+05:30","MotherHub_YKB","Motherhub_SAI_4","Motherhub_SAI_4","EMUMSAI4-3688805-1375","21:00:00","15","2023-11-17T10:26:38.097+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:26:36.094+05:30","True",false
"2023-11-17T10:28:05.799+05:30","MotherHub_YKB","Motherhub_ULB","kolkata uluberia bts","Eulub_bt-858751","16:00:00","25","2023-11-17T10:26:36.942+05:30","ca.2623780","BAG",false,"C_Dock","Stagged","2023-11-17T10:26:34.940+05:30","True",true
"2023-11-17T10:28:01.571+05:30","MotherHub_YKB","MotherHub_JKD","CABTJamshedpurODH_IXW","EIXRIXW-1691831","17:00:00","22","2023-11-17T08:16:15.226+05:30","ca.2784071","BAG",true,"Source","Stagged","2023-11-17T10:27:58.965+05:30","False",true
"2023-11-17T10:28:01.564+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2802057-1558","09:00:00","37","2023-11-17T01:58:49.971+05:30","ca.2322905","BAG",true,"Source","Not Stagged","2023-11-17T10:27:59.971+05:30","False",false
"2023-11-17T10:27:55.839+05:30","MotherHub_YKB","Motherhub_ULB","BhawanipurHub_KOL","ECCUBWP-659945793","16:00:00","25","2023-11-17T08:46:42.739+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:27:53.034+05:30","False",true
"2023-11-17T10:27:50.936+05:30","MotherHub_YKB","MotherHub_PUNE","MotherHub_PUNE","EPNQPNQ-663464141-1374","22:00:00","16","2023-11-17T10:26:28.384+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:26:26.382+05:30","True",false
"2023-11-17T10:27:50.936+05:30","MotherHub_YKB","Motherhub_ULB","ElasticRunJagachaODH_KOL","ECCUJAG-1530672","16:00:00","25","2023-11-17T08:41:45.719+05:30","ca.2475295","BAG",true,"Source","Not Stagged","2023-11-17T10:27:47.949+05:30","False",false
"2023-11-17T10:27:50.922+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2800127-1559","09:00:00","37","2023-11-17T04:19:54.284+05:30","ca.2323922","BAG",true,"Source","Not Stagged","2023-11-17T10:27:46.936+05:30","False",false
"2023-11-17T10:27:45.889+05:30","MotherHub_YKB","MotherHub_NAG_BTS","CABTRamtekODH_RMT","ENAGRMT-1219179","00:00:00","12","2023-11-17T10:26:22.938+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:26:20.937+05:30","True",false
"2023-11-17T10:27:35.808+05:30","MotherHub_YKB","Motherhub_ULB","CABTHowrahODH_KOL","ECCUHAH-1442690","16:00:00","25","2023-11-17T08:48:29.797+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:27:35.115+05:30","False",true
"2023-11-17T10:27:30.840+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2803843-1559","09:00:00","37","2023-11-17T10:26:17.457+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:26:15.455+05:30","True",false
"2023-11-17T10:27:30.840+05:30","MotherHub_YKB","Motherhub_ULB","DependoSakherbazarODH_KOL","ECCUSAH-1399480","16:00:00","25","2023-11-17T08:49:30.399+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:27:25.938+05:30","False",true
"2023-11-17T10:27:30.762+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2802075-1558","09:00:00","37","2023-11-17T04:24:15.689+05:30","ca.2323922","BAG",true,"Source","Not Stagged","2023-11-17T10:27:29.938+05:30","False",false
"2023-11-17T10:27:25.773+05:30","MotherHub_YKB","MotherHub_JKD","GiridihHub_GRD","EDELGRD-660835879","17:00:00","22","2023-11-17T08:14:18.136+05:30","ca.2784071","BAG",true,"Source","Stagged","2023-11-17T10:27:23.816+05:30","False",true
"2023-11-17T10:27:25.759+05:30","MotherHub_YKB","MotherHub_CHG","BargarhHub_BRG","EBRGBRG-660864869","20:00:00","18","2023-11-17T10:26:11.629+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:26:09.627+05:30","True",false
"2023-11-17T10:27:20.793+05:30","MotherHub_YKB","Motherhub_ULB","CABTHowrahODH_KOL","ECCUHAH-1446664","16:00:00","25","2023-11-17T08:53:28.694+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:27:17.927+05:30","False",true
"2023-11-17T10:27:20.786+05:30","MotherHub_YKB","Motherhub_SAI_4","MalegaonHub_MLG","EMGNMGN-660858816","21:00:00","15","2023-11-17T09:12:20.246+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T09:12:18.244+05:30","True",true
"2023-11-17T10:27:20.776+05:30","MotherHub_YKB","Motherhub_SAI_4","DadarWestHub_MUM","EBOMDDW-660861770","21:00:00","15","2023-11-17T08:50:11.606+05:30","ca.2414851","BAG",false,"Source","Stagged","2023-11-17T08:50:09.604+05:30","True",true
"2023-11-17T10:27:15.713+05:30","MotherHub_YKB","Motherhub_SAI_4","ElasticRunManmadODH_MAN","EIXUMAN-1095062","21:00:00","15","2023-11-17T09:01:48.709+05:30","ca.2414851","BAG",false,"Source","Stagged","2023-11-17T09:01:46.707+05:30","True",true
"2023-11-17T10:27:15.709+05:30","MotherHub_YKB","MotherHub_NAG_BTS","PalibirSinghMDH_PLB","EPLBMDH-363310","00:00:00","12","2023-11-17T10:26:07.169+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:26:05.167+05:30","True",false
"2023-11-17T10:27:15.709+05:30","MotherHub_YKB","Motherhub_SAI_4","PanchavatiHub_NSK","EBOMPCV-660895000","21:00:00","15","2023-11-17T10:26:05.289+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:26:03.287+05:30","True",false
"2023-11-17T10:27:10.796+05:30","MotherHub_YKB","Motherhub_SAI_4","MasjidHub_MUM","EBOMMJD-660760601","21:00:00","15","2023-11-17T09:17:29.060+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T09:17:27.059+05:30","True",true
"2023-11-17T10:27:06.053+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2801239-1558","09:00:00","37","2023-11-17T10:26:00.169+05:30","ca.2414851","BAG",false,"Source","Not Stagged","2023-11-17T10:25:58.167+05:30","True",false
"2023-11-17T10:27:06.053+05:30","MotherHub_YKB","MotherHub_NAG_BTS","WadiHub_NAG","ENAGWDI-660893912","00:00:00","12","2023-11-17T10:25:58.382+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:25:56.381+05:30","True",false
"2023-11-17T10:27:06.053+05:30","MotherHub_YKB","Motherhub_HRN","ChinarParkHub_KOL","ECCUCNP-660944064","02:00:00","24","2023-11-17T10:24:37.931+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:24:35.929+05:30","True",false
"2023-11-17T10:27:06.053+05:30","MotherHub_YKB","Motherhub_ULB","LoadshareBaleshwarSplitODH_BAW","EBBIBLW-1514657","16:00:00","25","2023-11-17T10:24:07.508+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:24:05.506+05:30","True",false
"2023-11-17T10:27:05.963+05:30","MotherHub_YKB","Motherhub_SAI_4","AnnapurnaMurbadODH_MRB","EBOMMBA-1199197","21:00:00","15","2023-11-17T09:02:55.224+05:30","ca.2414851","BAG",false,"Source","Stagged","2023-11-17T09:02:53.223+05:30","True",true
"2023-11-17T10:27:02.079+05:30","MotherHub_YKB","Motherhub_PAT_BTS","MotihariHub_MTI","EBIHMTI-660908096","20:00:00","19","2023-11-17T10:25:43.584+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:25:41.582+05:30","True",false
"2023-11-17T10:27:02.079+05:30","MotherHub_YKB","Motherhub_PLS","RJSCNaharlagunODH_NHL","EIXINLG-1481639","21:00:00","42","2023-11-17T10:25:30.355+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:25:28.354+05:30","True",false
"2023-11-17T10:27:02.079+05:30","MotherHub_YKB","Motherhub_SAI_4","GhansoliHub_MUM","EBOMGHL-660874794","21:00:00","15","2023-11-17T08:43:26.812+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T08:43:24.810+05:30","True",true
"2023-11-17T10:27:02.078+05:30","MotherHub_YKB","Motherhub_GUW","RJSCShillongODH_SHL","ESHLSNG-1624928","00:00:00","13","2023-11-17T10:25:39.444+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:25:37.439+05:30","True",false
"2023-11-17T10:27:01.934+05:30","MotherHub_YKB","Motherhub_SAI_4","PanchavatiHub_NSK","EBOMPCV-660892988","21:00:00","15","2023-11-17T08:42:59.854+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T08:42:57.852+05:30","True",true
"2023-11-17T10:27:01.897+05:30","MotherHub_YKB","Motherhub_ULB","Motherhub_ULB","ECCUULB-5959276-1527","16:00:00","25","2023-11-17T08:48:41.275+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:26:57.921+05:30","False",true
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","MotherHub_NAG_BTS","JataraMDH_JTR","EJTRMDH-397341","00:00:00","12","2023-11-17T10:25:50.090+05:30","ca.2414851","BAG",false,"Source","Not Stagged","2023-11-17T10:25:48.088+05:30","True",false
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","MotherHub_SIL","RJSCAbhayapuriODH_BGG","EGAUBYP-1397487","00:00:00","17","2023-11-17T10:25:44.289+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:25:42.287+05:30","True",false
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","MotherHub_SIL","KarandighiMDH_KRN","EKNRMDH-618592","00:00:00","17","2023-11-17T10:25:43.481+05:30","ca.2414851","BAG",false,"Source","Not Stagged","2023-11-17T10:25:41.480+05:30","True",false
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","Motherhub_PLS","BalagaonHub_BLG","EGAUBLG-1245266","21:00:00","42","2023-11-17T10:25:36.274+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:25:34.273+05:30","True",false
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","MotherHub_YKB_Flex","MotherHub_YKB_Flex","PH-B3-DELYKBF-4784443","11:00:00","31","2023-11-17T10:25:28.102+05:30","ca.2315935","BAG",false,"C_Dock","Not Stagged","2023-11-17T10:25:26.100+05:30","True",false
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","MotherHub_YKB_Flex","MotherHub_YKB_Flex","PH-B3-DELYKBF-4784412","11:00:00","31","2023-11-17T10:25:18.027+05:30","ca.2315935","BAG",false,"C_Dock","Not Stagged","2023-11-17T10:25:16.026+05:30","True",false
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","Motherhub_GUW","HowlyHub_BPR","EGAUBPR-660842888","00:00:00","13","2023-11-17T10:25:17.237+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:25:15.236+05:30","True",false
"2023-11-17T10:26:56.287+05:30","MotherHub_YKB","Motherhub_HRN","SodepurHub_KOL","ECCUSDP-660909947","02:00:00","24","2023-11-17T10:25:17.176+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:25:15.174+05:30","True",false
"2023-11-17T10:26:56.247+05:30","MotherHub_YKB","Motherhub_SAI_4","KandivaliHub_MUM","EBOMKDV-660887858","21:00:00","15","2023-11-17T09:37:59.482+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T09:37:57.481+05:30","True",true
"2023-11-17T10:26:51.336+05:30","MotherHub_YKB","Motherhub_SAI_4","BoisarHub_BIS","EBISBIS-660848734","21:00:00","15","2023-11-17T09:35:49.915+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T09:35:47.914+05:30","True",true
"2023-11-17T10:26:50.844+05:30","MotherHub_YKB","MotherHub_PUNE","IdentifyPlusPirangutODH_PIR","EPNQPIR-1292369","22:00:00","16","2023-11-17T08:04:16.801+05:30","ca.2170654","BAG",true,"Source","Stagged","2023-11-17T10:26:50.805+05:30","False",true
"2023-11-17T10:26:46.280+05:30","MotherHub_YKB","MotherHub_CHG","BhawanipatnaHub_BWP","ERPRBWA-660831698","20:00:00","18","2023-11-17T10:25:15.827+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:25:13.825+05:30","True",false
"2023-11-17T10:26:46.280+05:30","MotherHub_YKB","MotherHub_PUNE","WalujHub_AWB","EIXUAWB-1693883","22:00:00","16","2023-11-17T10:25:12.364+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:25:10.362+05:30","True",false
"2023-11-17T10:26:46.204+05:30","MotherHub_YKB","Motherhub_SAI_4","ElasticRunBadlapurODH_BDP","EBOMBLP-1522843","21:00:00","15","2023-11-17T09:14:02.187+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T09:14:00.185+05:30","True",true
"2023-11-17T10:26:46.204+05:30","MotherHub_YKB","MotherHub_PUNE","PrabhatRoadHub_PUNE","EPNQPBR-660893024","22:00:00","16","2023-11-17T08:14:40.047+05:30","ca.2414851","BAG",true,"Source","Stagged","2023-11-17T10:26:41.777+05:30","False",true
"2023-11-17T10:26:46.179+05:30","MotherHub_YKB","Motherhub_ULB","DependoTollygunjODH_KOL","ECCUTOG-1747838","16:00:00","25","2023-11-17T08:53:20.802+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:26:44.770+05:30","False",true
"2023-11-17T10:26:46.179+05:30","MotherHub_YKB","Motherhub_SAI_4","MangaonHub_MAN","ERDPMAN-1187209","21:00:00","15","2023-11-17T08:42:52.639+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T08:42:50.637+05:30","True",true
"2023-11-17T10:26:41.061+05:30","MotherHub_YKB","Motherhub_SAI_4","ElasticRunUmbergaonODH_UMB","ESTVUMB-1423487","21:00:00","15","2023-11-17T09:14:30.374+05:30","ca.2170654","BAG",false,"Source","Stagged","2023-11-17T09:14:28.371+05:30","True",true
"2023-11-17T10:26:35.971+05:30","MotherHub_YKB","Motherhub_ULB","JaynagarHub_JYN","ECCUJNY-964123","16:00:00","25","2023-11-17T08:58:43.850+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:26:33.788+05:30","False",true
"2023-11-17T10:26:30.835+05:30","MotherHub_YKB","Motherhub_ULB","Motherhub_ULB","ECCUULB-5960233-1526","16:00:00","25","2023-11-17T08:55:47.844+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:26:29.672+05:30","False",true
"2023-11-17T10:26:30.835+05:30","MotherHub_YKB","MotherHub_PUNE","AurangabadHub_IXU","EBOMIXU-660905998","22:00:00","16","2023-11-17T05:56:59.418+05:30","ca.2780362","BAG",true,"Source","Stagged","2023-11-17T10:26:29.693+05:30","False",true
"2023-11-17T10:26:30.826+05:30","MotherHub_YKB","MotherHub_STV","ParvatPatiyaHub_STV","ESTVPVP-660889013","21:00:00","20","2023-11-17T10:25:06.803+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:25:04.802+05:30","True",false
"2023-11-17T10:26:30.826+05:30","MotherHub_YKB","MotherHub_YKB_Flex","MotherHub_YKB_Flex","PH-B3-DELYKBF-4784414","11:00:00","31","2023-11-17T10:25:06.118+05:30","ca.2315935","BAG",false,"C_Dock","Not Stagged","2023-11-17T10:25:04.116+05:30","True",false
"2023-11-17T10:26:25.833+05:30","MotherHub_YKB","Motherhub_SAI_4","KandivaliHub_MUM","EBOMKDV-660881879","21:00:00","15","2023-11-17T08:38:46.967+05:30","ca.2624952","BAG",false,"Source","Stagged","2023-11-17T08:38:44.965+05:30","True",true
"2023-11-17T10:26:20.873+05:30","MotherHub_YKB","MotherHub_NAG_BTS","AmravatiHub_AMI","ENAGAMI-660881938","00:00:00","12","2023-11-17T10:24:58.921+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:24:56.919+05:30","True",false
"2023-11-17T10:26:20.873+05:30","MotherHub_YKB","Motherhub_HRN","KalyaniHub_KOL","EKOLKYI-660908033","02:00:00","24","2023-11-17T10:23:25.219+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:23:23.217+05:30","True",false
"2023-11-17T10:26:20.873+05:30","MotherHub_YKB","Motherhub_ULB","CABTGariahatODH_KOL","ECCUGRT-1511657","16:00:00","25","2023-11-17T08:53:00.071+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:26:20.753+05:30","False",true
"2023-11-17T10:26:20.816+05:30","MotherHub_YKB","MotherHub_PUNE","JunnarHub_JNN","EPNQJNN-660813577","22:00:00","16","2023-11-17T08:41:15.383+05:30","ca.2170654","BAG",true,"Source","Stagged","2023-11-17T10:26:19.591+05:30","False",true
"2023-11-17T10:26:11.002+05:30","MotherHub_YKB","Motherhub_HRN","KalyaniHub_KOL","EKOLKYI-660912031","02:00:00","24","2023-11-17T10:24:53.701+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:24:51.699+05:30","True",false
"2023-11-17T10:26:11.002+05:30","MotherHub_YKB","MotherHub_IDO","MotherHub_IDO","EINDIDO-1996467-1332","05:30:00","14","2023-11-17T10:24:53.502+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:24:51.500+05:30","True",false
"2023-11-17T10:26:11.002+05:30","MotherHub_YKB","MotherHub_CHG","BijepurHub_BRG","EBHJBRG-1273346","20:00:00","18","2023-11-17T10:24:53.072+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:24:51.070+05:30","True",false
"2023-11-17T10:26:10.933+05:30","MotherHub_YKB","Motherhub_ULB","Motherhub_ULB","ECCUULB-5958384-1525","16:00:00","25","2023-11-17T08:57:21.809+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:26:08.775+05:30","False",true
"2023-11-17T10:26:05.738+05:30","MotherHub_YKB","Motherhub_ULB","GariaHub_KOL","EKOLGAR-660988162","16:00:00","25","2023-11-17T08:58:20.421+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:26:01.584+05:30","False",true
"2023-11-17T10:26:05.689+05:30","MotherHub_YKB","MotherHub_PUNE","AnnapurnaSonaiODH_SNI","EPNQNSH-1219195","22:00:00","16","2023-11-17T08:41:03.322+05:30","ca.2414851","BAG",true,"Source","Stagged","2023-11-17T10:26:05.585+05:30","False",true
"2023-11-17T10:25:56.092+05:30","MotherHub_YKB","Motherhub_PAT_BTS","NarkatiaganjHub_NKE","EGOPNKG-1445546","20:00:00","19","2023-11-17T10:24:41.118+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:24:39.116+05:30","True",false
"2023-11-17T10:25:56.092+05:30","MotherHub_YKB","Motherhub_HRN","Motherhub_HRN","EKOLHRN-2708995-1529","02:00:00","24","2023-11-17T10:22:29.811+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:22:27.809+05:30","True",false
"2023-11-17T10:25:56.091+05:30","MotherHub_YKB","Motherhub_HRN","ElasticRunBamungachiODH_KOL","ECCUBMC-1494691","02:00:00","24","2023-11-17T10:22:57.898+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:22:55.896+05:30","True",false
"2023-11-17T10:25:55.877+05:30","MotherHub_YKB","MotherHub_PUNE","TTSPLAklujODH_ALJ","EPNQALJ-1329344","22:00:00","16","2023-11-17T07:45:30.652+05:30","ca.2170654","BAG",true,"Source","Stagged","2023-11-17T10:25:51.715+05:30","False",true
"2023-11-17T10:25:50.891+05:30","MotherHub_YKB","Motherhub_ULB","CanningHub_CNG","ECCUGNG-498580","16:00:00","25","2023-11-17T10:24:39.565+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:24:37.563+05:30","True",false
"2023-11-17T10:25:50.891+05:30","MotherHub_YKB","MotherHub_HJR","DostiyaMDH_SMI","EDMIEAR-427439","19:00:00","27","2023-11-17T10:24:39.155+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:24:37.153+05:30","True",false
"2023-11-17T10:25:45.851+05:30","MotherHub_YKB","Motherhub_GUW","PathsalaHub_PBL","EGAUPBL-660853883","00:00:00","13","2023-11-17T10:24:33.631+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:24:31.630+05:30","True",false
"2023-11-17T10:25:40.737+05:30","MotherHub_YKB","MotherHub_PUNE","ParbhaniHub_PBN","EPBNPBN-660860734","22:00:00","16","2023-11-17T08:47:54.048+05:30","ca.2170654","BAG",true,"Source","Stagged","2023-11-17T10:25:39.507+05:30","False",true
"2023-11-17T10:25:35.893+05:30","MotherHub_YKB","MotherHub_NAG_BTS","UmariaHub_UMA","EJLRUMA-1426423","00:00:00","12","2023-11-17T10:24:26.219+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:24:24.217+05:30","True",false
"2023-11-17T10:25:30.916+05:30","MotherHub_YKB","Motherhub_ULB","Motherhub_ULB","ECCUULB-5960251-1525","16:00:00","25","2023-11-17T10:24:25.198+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:24:23.196+05:30","True",false
"2023-11-17T10:25:30.916+05:30","MotherHub_YKB","MotherHub_PUNE","BeedHub_BED","EBOMBED-660850692","22:00:00","16","2023-11-17T10:24:17.210+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:24:15.208+05:30","True",false
"2023-11-17T10:25:30.916+05:30","MotherHub_YKB","Motherhub_GUW","SilcharHub_IXS","EIXSIXS-660904914","00:00:00","13","2023-11-17T10:24:10.962+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:24:08.960+05:30","True",false
"2023-11-17T10:25:30.916+05:30","MotherHub_YKB","Motherhub_HRN","Motherhub_HRN","EKOLHRN-2708996-1528","02:00:00","24","2023-11-17T10:24:10.360+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:24:08.358+05:30","True",false
"2023-11-17T10:25:30.916+05:30","MotherHub_YKB","Motherhub_ULB","BaleshwarHub_BAW","EBBIBAW-660893904","16:00:00","25","2023-11-17T10:23:47.997+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:23:45.995+05:30","True",false
"2023-11-17T10:25:30.916+05:30","MotherHub_YKB","Motherhub_RAC","GarhwaHub_GHQ","EGHQGHQ-660826774","17:00:00","43","2023-11-17T10:22:17.846+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:22:15.845+05:30","True",false
"2023-11-17T10:25:30.916+05:30","MotherHub_YKB","MotherHub_PUNE","CornerRoadHub_IXU","EBOMCRR-660929139","22:00:00","16","2023-11-17T08:49:52.282+05:30","ca.2414851","BAG",true,"Source","Stagged","2023-11-17T10:25:28.643+05:30","False",true
"2023-11-17T10:25:30.887+05:30","MotherHub_YKB","MotherHub_HJR","BalliaHub_BLL","EPATBLL-1362448","19:00:00","27","2023-11-17T10:24:18.378+05:30","ca.2414851","BAG",false,"Source","Not Stagged","2023-11-17T10:24:16.376+05:30","True",false
"2023-11-17T10:25:30.887+05:30","MotherHub_YKB","MotherHub_SIL","NamchiHub_NMI","EIXBNMI-1375344","00:00:00","17","2023-11-17T10:24:10.038+05:30","ca.2414851","BAG",false,"Source","Not Stagged","2023-11-17T10:24:08.036+05:30","True",false
"2023-11-17T10:25:30.887+05:30","MotherHub_YKB","Motherhub_PAT_BTS","Motherhub_PAT_BTS","EPATBTS-4831780-1365","20:00:00","19","2023-11-17T10:24:09.018+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:24:07.016+05:30","True",false
"2023-11-17T10:25:30.887+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2804763-1558","09:00:00","37","2023-11-17T10:24:04.000+05:30","ca.2414851","BAG",false,"Source","Not Stagged","2023-11-17T10:24:01.998+05:30","True",false
"2023-11-17T10:25:30.887+05:30","MotherHub_YKB","Motherhub_CUT","CABTPanikoiliODH_JJK1","EBBIPAK-1595841","16:00:00","23","2023-11-17T10:23:58.783+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:23:56.781+05:30","True",false
"2023-11-17T10:25:30.887+05:30","MotherHub_YKB","Motherhub_ABD","AjwaHub_BDQ","EBDQAWH-660906058","23:00:00","21","2023-11-17T10:23:55.968+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:23:53.966+05:30","True",false
"2023-11-17T10:25:16.047+05:30","MotherHub_YKB","MotherHub_PUNE","BhosariHub_PUNE","EPNQBRI-660869882","22:00:00","16","2023-11-17T08:50:45.029+05:30","ca.2414851","BAG",true,"Source","Stagged","2023-11-17T10:25:14.402+05:30","False",true
"2023-11-17T10:25:10.838+05:30","MotherHub_YKB","MotherHub_PUNE","NIBMHub_PUNE","EPNQNIM-660885011","22:00:00","16","2023-11-17T08:55:54.276+05:30","ca.2414851","BAG",true,"Source","Stagged","2023-11-17T10:25:06.512+05:30","False",true
"2023-11-17T10:25:05.994+05:30","MotherHub_YKB","Motherhub_GUW","MirzaHub_GAU","EGAUMZA-1488682","00:00:00","13","2023-11-17T10:23:40.125+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:23:38.123+05:30","True",false
"2023-11-17T10:25:05.994+05:30","MotherHub_YKB","MotherHub_NAG_BTS","ChikhliHub_ROM","EIXUROM-1481470","00:00:00","12","2023-11-17T10:23:39.986+05:30","ca.2414851","BAG",false,"Source","Not Stagged","2023-11-17T10:23:37.984+05:30","True",false
"2023-11-17T10:25:05.994+05:30","MotherHub_YKB","Motherhub_CUT","GautamnagarHub_BBI","EBBIGTM-660873907","16:00:00","23","2023-11-17T10:23:39.813+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:23:37.811+05:30","True",false
