,bag_facility_source_name,bag_facility_current_name,bag_facility_destination_name,bag_type_ph,tracking_id_ekart,bag_id,bag_status,fact_updated_at,_source,bag_xdock,fact_updated_at_1
1038,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242378389,PH-ZO-DELYKB-30437315,OPENED,2023-11-17T01:37:48.000+05:30,BAG,False,2023-11-17T01:37:48.000+05:30
1039,ShalimarGardenHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241034504,PH-ZO-DELYKB-30464028,OPENED,2023-11-16T15:05:02.000+05:30,BAG,False,2023-11-16T15:05:02.000+05:30
1050,ShalimarGardenHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244339810,PH-ZO-DELYKB-30484132,OPENED,2023-11-17T15:33:34.000+05:30,BAG,False,2023-11-17T15:33:34.000+05:30
1054,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242834960,PH-ZO-DELYKB-30478097,OPENED,2023-11-17T12:44:56.000+05:30,BAG,False,2023-11-17T12:44:56.000+05:30
1056,IPextension_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243156516,PH-ZO-DELYKB-30437993,OPENED,2023-11-17T15:34:50.000+05:30,BAG,False,2023-11-17T15:34:50.000+05:30
1068,IPextension_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3239501165,PH-ZO-DELYKB-30488632,OPENED,2023-11-17T09:53:22.000+05:30,BAG,False,2023-11-17T09:53:22.000+05:30
1078,ShalimarGardenHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243311191,PH-ZO-DELYKB-29523190,OPENED,2023-11-17T16:00:26.000+05:30,BAG,False,2023-11-17T16:00:26.000+05:30
1079,NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2013223146,PH-ZO-DELYKB-30493407,OPENED,2023-11-17T19:50:35.000+05:30,BAG,False,2023-11-17T19:50:35.000+05:30
1080,RajnagarMP_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011143491,PH-ZO-DELYKB-30460859,OPENED,2023-11-16T03:36:57.000+05:30,BAG,False,2023-11-16T03:36:57.000+05:30
1086,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3237565536,PH-ZO-DELYKB-30437323,OPENED,2023-11-16T14:25:22.000+05:30,BAG,False,2023-11-16T14:25:22.000+05:30
1090,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2008126413,PH-ZO-DELYKB-30434414,OPENED,2023-11-16T12:12:00.000+05:30,BAG,False,2023-11-16T12:12:00.000+05:30
1094,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244252862,PH-ZO-DELYKB-30347167,OPENED,2023-11-17T08:47:13.000+05:30,BAG,False,2023-11-17T08:47:13.000+05:30
1096,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244339610,PH-ZO-DELYKB-30093789,OPENED,2023-11-17T19:46:58.000+05:30,BAG,False,2023-11-17T19:46:58.000+05:30
1101,PaharganjHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242561220,PH-ZO-DELYKB-30489744,OPENED,2023-11-17T07:57:31.000+05:30,BAG,False,2023-11-17T07:57:31.000+05:30
1104,BijwasanHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240851747,PH-ZO-DELYKB-29995024,OPENED,2023-11-16T16:34:24.000+05:30,BAG,False,2023-11-16T16:34:24.000+05:30
1105,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242737432,PH-ZO-DELYKB-30499738,OPENED,2023-11-17T01:41:37.000+05:30,BAG,False,2023-11-17T01:41:37.000+05:30
